ID,Predicted_cc_cons
14305,7358.228660925079
11840,2670.3357587608734
7534,14253.422084596581
3025,10870.515672562122
6393,4863.772731133213
13441,6512.630275682945
18252,4378.940180327118
11194,4635.978293105275
15711,9215.703237908525
5219,5612.056250318922
16914,19487.300408330688
10003,8736.465318643277
12338,14852.528981550895
3813,12794.540492142321
15088,10467.355161588883
10155,24592.20449338325
1466,35350.28050400531
15472,7483.773506781838
17157,16180.268988993868
18166,7625.309057165316
15940,51727.95560215022
16627,1933.382005284359
10125,15199.883325509425
16485,8070.954035903591
683,21771.46446156215
6119,4968.680488375301
4454,20490.943838112362
9712,7933.278866682993
4120,2172.383899426914
15722,3724.332359067132
6352,11027.023871174053
17883,7754.420607507079
18204,6528.334077030604
9971,13736.452925768726
9023,7330.298711323544
13472,2073.49024321186
18393,6333.422845713231
1916,5510.684062027187
2114,11791.405470885238
15098,5415.585396091223
16002,12571.920721353008
14466,11067.797524919868
5230,2140.552460034285
7591,3922.478505031178
11578,7416.793823932156
3258,5853.918384493859
12283,8269.190933411586
17355,4166.76580342206
6557,6614.607223836919
1523,2312.7399456097746
579,5810.501937437617
11196,6193.86735947135
4925,13366.871819508573
10260,8035.6051530609875
16414,6175.323567125663
9575,10983.476287044936
4517,10844.013633978073
5120,5342.388516316086
624,2763.598826240379
19457,9275.62877889758
18888,2990.5477941054983
2356,11984.596986357343
4545,6267.247342868218
18014,4808.090806980457
13964,11206.099480190158
6774,10093.727023229596
12210,11871.507965417435
7735,3267.7964016513333
12253,13564.75774782101
968,8461.860572326832
19474,3362.166388900094
10090,14298.635259824669
9695,5039.599116449361
6057,28619.028351112138
11620,3825.586951083443
19105,9546.840603823874
18161,11118.653793221387
16983,2266.041108874487
16846,6379.845570927084
12641,7212.222470870054
12194,2213.7038421972356
3182,10405.299847508059
697,2672.4507734862445
16666,2508.9233094531282
10809,2721.4410918196195
16899,8323.540781869353
1473,8360.908730128169
11504,6445.96231391697
7004,14677.704107593403
12782,8082.146122421377
3142,2992.6710239385493
15486,8875.46552639522
10817,9319.973137471023
755,4859.8214615302595
3527,32329.43600811182
18375,8895.898552468523
1146,5022.225808870844
3290,5761.302292071063
5630,8005.731967524411
13114,10149.323564163542
17944,3515.053982895046
6621,12030.89990346099
8012,4405.3043609651595
5782,21777.64444248932
2840,10349.25817772695
4245,7346.890963968043
14833,2028.4265829585947
3884,4261.7166712952485
9209,7403.305440783695
17550,5761.172465247762
1191,3662.213080519477
16498,10573.070252811804
11748,19556.83958802739
16053,17525.932519189555
18527,5120.374534402581
11548,6444.564021547914
11074,10017.106449521507
9104,6584.7667573725
8083,2920.2483771625593
11425,8262.091850129687
3247,9629.451822261455
7233,8982.55986493233
13650,21676.599367146962
11762,9893.690374305283
9216,10119.346743177695
2398,12439.272513567426
7321,4604.384164969668
19222,3394.297143214039
9225,1938.5312964450015
18451,3891.3672270341417
2529,18072.877856741085
8266,10908.812927205492
15901,11599.124690979676
9070,6276.355720571166
15808,9388.875888244756
12019,8235.932730186167
19750,9849.295894113275
2532,5429.612674459677
5234,11284.929456726097
10409,4861.782364760232
12698,9075.946087713468
15412,3806.5064738121105
19217,9900.490337216852
19907,8171.919850627425
833,12195.240694791286
17121,43207.81324717688
1966,11799.80936447346
7703,3345.788463970307
520,6097.1284767939915
3739,5999.353830899396
18300,10237.661606470621
9834,7016.594705378808
1992,5989.678809951682
16462,6444.732040811252
14735,8076.796215579399
9481,5895.834490347137
6989,6448.042357170305
19741,7238.405690526706
5767,5314.13638195281
17583,22313.099597752116
930,8259.491452748116
1774,4491.4369899658695
13003,2748.9820501637737
1780,2379.451809997528
5582,11686.217616533499
19569,11684.56811367621
3723,1416.1916347254303
3866,2151.1774239026313
7168,6799.387090778942
19793,1279.0703302244092
5951,12813.4860692535
5641,7932.734638734625
6583,20360.18222826691
18998,10867.792504025987
8236,6261.357662475237
19610,5116.354931855524
5238,8465.893478490767
5335,4481.361178105264
19316,8864.613638304801
9585,16694.688652829096
14363,18999.37973347988
6578,5169.042060686567
15395,18336.859824101957
1819,9870.41427886231
18381,19417.294571942177
3880,3170.2343582999697
9098,8264.283778213445
17890,4792.880535865969
7861,5885.186704331083
5490,9983.436518895645
12309,4141.922224013982
1833,18109.82107771263
17881,36423.3201237514
13165,37499.1272773448
8610,26594.178139958043
13363,4949.95278686245
4975,14488.6396210933
12351,14488.41531236573
273,8088.084723536707
8975,9349.990482971658
18951,8120.017687379771
15165,5973.287576755558
5178,4745.7151441264205
6044,19398.9173566459
19386,6722.876542953515
1635,11227.69858203589
2814,4498.124199736235
6974,3779.7932958943984
18536,20992.890515392188
11636,3830.4667416061957
7414,21748.33730047295
11880,7861.028400364329
15503,6909.221742873499
983,2922.217018354253
18110,4958.197154833599
7084,15116.702861758125
14005,4723.556014921414
19111,7146.4860029120255
18532,18683.882742249036
18394,7320.737946081557
10851,5407.547209272353
4544,9892.0034441116
6236,9074.02657933848
15497,13078.584152634194
19864,10849.09319790546
15670,11691.98763811187
8118,4515.826497005054
7289,8028.079718011062
13788,5425.307747735242
5588,12564.253681502914
5110,4210.8874408106785
10620,6893.298753589916
1156,9689.504827819195
18398,5296.466466169946
7134,25192.312605948282
7676,8709.375375323774
9409,4054.4735736757566
17713,5566.576113155815
3435,13232.128930441557
14394,19363.064942770645
117,29971.644286052986
18541,20448.198819399346
17575,3873.704175195807
8351,9791.48877445017
7216,9690.888629458655
8736,4211.89622921669
1989,3701.247791215139
19666,3885.081449747889
3908,3543.978953475435
14375,10014.228770346272
7794,3714.178789193107
7232,9198.569492747327
2836,10794.064407848839
15954,5592.488793006207
3354,14118.943270208121
3368,9258.179092478493
9219,21847.187024068116
8658,3951.424241612711
3809,5764.154542627767
5129,7979.411330237444
4874,31458.37585573212
8758,5597.752163173444
16293,6650.489348880506
8150,11803.042543929052
4272,10521.93670413226
15938,14948.407422393113
9893,14207.364275996804
1299,2639.53034203232
7239,16621.769264716862
8253,16396.447813567218
19340,11804.322105403051
18530,10812.312978473801
14903,5817.230670926142
14454,31148.75982656573
12353,6858.991181048457
14431,5204.20445742239
17602,2730.9742731513215
15036,2776.915020475516
8921,7283.2455340060405
11059,8850.880383428272
18577,6149.297440383323
14565,7724.452865300591
4955,6638.166804314788
3535,5575.338672036088
2024,18476.82333015195
17666,2508.313171003442
6295,3112.637129604945
7085,5099.587366526702
1389,4219.531676657247
3659,9008.879243884901
15509,1827.8764979748503
16938,23244.94428673695
15432,4529.83410318067
12074,8107.239336900369
15777,31466.150587253025
19953,6146.638465628214
1709,1988.2072493264648
10048,9222.263192616103
11839,4827.067084281681
701,4106.815761821543
7271,4379.37618773204
10196,15590.241529170286
2901,14675.327875677454
198,2719.555617041049
3877,5131.483412328438
15160,19545.44867065135
17634,5437.4702788916975
16927,5083.350410007071
15162,42046.219815510645
8443,8559.475518885674
1716,4351.863844108876
7870,2293.208593942786
4318,12886.973397817426
11351,6670.806769097639
15465,3774.1552233739635
18121,17321.586810461617
6602,4252.35750361482
4331,18019.205559009104
6592,14920.928909541128
18955,7994.467923987591
2510,13816.958345586152
4009,3567.3105084353238
15468,8345.83114781489
7251,24277.4295699789
7463,4606.714201300499
16325,6944.928284775098
14882,5742.720671535539
3610,7189.961308898184
19097,12030.409223700732
9378,4809.950359465832
16582,7400.80866668838
16761,13113.270726579263
12055,10554.884180869654
1226,4651.811398930434
7344,4184.282816564237
16365,10218.416716761021
223,5213.74661997835
15934,28040.298333702034
11882,13716.519950587686
7083,13986.515006026537
14196,12723.841430831824
1599,41310.66172093937
5976,6888.916028865161
5611,4050.01301245474
12565,6444.989508356223
1339,5501.873318079216
16772,3667.605435634135
11827,14889.729266793824
18484,12570.930350726987
3033,19865.552950905454
14726,7088.509210573857
13696,2894.085455137961
16295,4297.280695245849
7910,7984.093137360108
1868,4882.205239871929
3190,10212.12054505043
549,11034.750059577005
8940,4304.8066378054955
214,2160.7205447961087
3587,9944.52555793571
11555,13862.378873096151
19231,49959.9617704063
8248,4042.8485718736424
355,56949.49448654311
15634,6517.032376657443
6746,9351.58660168903
2963,15669.344835978973
2082,11903.97606485738
16784,5495.738773998261
10436,16173.257804429826
5114,21916.122391066972
14525,9039.566393385754
4534,10073.841692083675
8877,3372.513943202134
12117,5472.286620166582
2682,10697.49973314565
7948,4788.582703639547
112,8166.796819752041
2220,2830.6409007405427
606,15455.772490392921
11552,4677.841712286969
942,4203.487194445788
555,7881.106129757555
3394,9136.125808923709
7916,12681.227212658603
13261,3451.612108041545
9592,23645.41280135401
5694,9822.257219093413
7570,7472.419709388621
15543,3186.862901273592
5834,3962.7335151650586
3362,12033.2523017059
5741,10690.492831943397
11060,26365.11883936717
24,3389.1916523116734
14942,9428.087423528421
8277,34825.07807761524
4596,4891.075806977348
396,3768.8636121168784
3213,12289.27628650669
14447,12625.86113430198
14106,2937.3151714009778
5940,4878.229404837653
19543,14794.064525882064
10215,17527.093247557343
16348,4453.626583740939
2111,3199.239595396956
7973,3184.6570960583063
1175,8257.329276347542
1796,15890.603767017274
7425,2356.9050776391687
13183,7665.335409857928
471,5304.315213681484
17683,5416.776151374808
4770,4676.857288947015
10199,4154.582291684281
9601,10379.090125223018
19986,6451.03843966115
10411,2284.6161116453018
10682,10511.54960031554
12224,7055.86896158459
8319,5002.38259856363
4618,8262.191259310775
7976,10615.001641533565
4340,9004.346538456368
10852,6640.933886143128
4810,13114.379930230802
5049,5614.473366255309
16928,6232.406411854866
4504,9649.743526910128
4327,12622.351604555017
13368,10345.410594870857
5657,6259.218543259365
1007,26693.45807033834
10792,4120.461336931563
18373,21182.621492608203
12313,5329.171093783954
8295,11536.298860015255
15707,7543.483309065975
5504,8833.637017646963
11441,15101.95768519838
10964,10370.722477041201
10850,4958.838578913024
17775,3483.338563657738
17588,16313.01201927578
14495,4135.8893705394075
5522,10221.196413688733
14724,34120.110650515235
3653,5658.281201360815
1588,7002.746236607265
7587,7814.276886498425
2381,6669.678046288818
2879,5606.945884184752
11660,13659.591715462808
11681,15303.28284533278
6929,8076.115164613413
17457,9223.464386803636
10894,2770.575923759039
4822,9690.751105048806
1647,10129.43025446411
15006,5310.4827210907
19487,7112.302526518565
12585,15614.672985724046
17909,8620.624986031167
7793,3332.267005073494
4997,11973.660134542706
4763,4271.482762107116
11444,12982.085550952526
1627,4758.562925252685
10371,6030.675913648908
18564,8775.55134227576
4093,38488.71021777039
6978,8777.423764125724
12945,9428.70192388385
3539,3318.043137486096
10628,21895.41355922672
11767,6492.534516035486
13601,10211.89797694272
2245,7592.383134409387
14887,5293.231029003769
4278,3933.984515213225
9950,8713.560899750059
3204,7630.197473991963
16690,2735.3757052819074
2416,4726.918092145472
19947,8069.686305570184
17029,6825.201155285175
14802,3929.840642664058
4571,8515.362031743052
2165,4542.874235762781
14756,3840.1220017450282
17443,5735.255761095527
12952,7032.003496639996
16486,6260.25260914513
3597,10143.88448062043
1319,6149.088802701952
2645,18044.536151584995
18246,17856.825443960683
17179,5889.643852475576
8259,8357.937797668525
2410,13616.229178295953
16128,4012.9787402729876
2694,5993.059641765696
6076,92007.85937221293
11899,3867.24541334469
16987,5553.045596818813
18023,5252.359514737137
3774,13336.196147530829
6848,9248.370988601631
8283,14236.67509428571
18868,6654.034378293953
16132,4029.309700959912
9358,5928.589188412277
10515,7525.239731933256
536,12520.17172414828
2533,10807.955668751812
8756,3483.544736378557
8468,5982.164930227467
19165,13258.067760154376
2818,18130.470078898892
15919,3238.8790992630816
12633,9715.870978440245
9901,2825.006808969768
3422,1883.990978340975
17028,7408.83818143593
16513,9041.431040824295
8666,4200.02528006815
13659,15335.089374116598
19319,13062.955025463618
5897,9353.118442534596
13079,17867.613340264877
4884,26290.841121591555
11678,4529.066657787321
3708,4141.980798653125
17810,8568.550100229622
12258,8300.391274885527
11047,2868.1476308427414
6014,6445.292429927718
516,10146.716546766846
13560,7991.740512078535
17168,9031.385773886685
18286,1744.353023495867
2058,6572.789404021916
2542,8090.759945545069
19016,13163.825354495759
7302,4386.732264637047
19732,12474.916745913732
12284,7320.628692698007
6820,7082.678259577267
17953,10038.10971535513
17263,12984.64227844517
4713,12574.380113907988
12816,3290.0507819505547
13464,3675.865038223791
1223,6452.677378967472
13706,12249.532810523931
9512,5552.711981945201
14862,4055.97643720532
12056,6458.404116208601
3783,8185.315025003289
4793,9953.299427142421
4205,13685.767271336399
8823,12794.25249194746
14191,8597.546931874132
15643,6571.091145991883
9554,9178.985080434435
12239,5930.383590480334
2786,10488.208780131963
15274,5046.231065476347
537,22011.182576697218
13445,7616.890006394035
2634,12220.455052426381
17840,9151.59067591161
12118,5872.160989516886
12312,3749.7339402711314
2052,5562.7964977604515
6709,3615.614062393197
16546,1627.426166586135
12124,11577.421729934476
923,6876.608650998599
4148,3800.4555352112197
7264,26582.62110336207
15214,6117.186924102909
18504,6116.677558933522
9475,8753.91815310264
12432,8014.60791786494
18524,5555.844716350906
18255,6171.530752604242
8654,12827.29661850253
5876,20120.726593098392
4055,3997.8295238229493
3906,4951.949123316531
4875,5043.75657326179
1773,8154.004243598192
5520,14994.70685495462
14021,9543.903209423144
2216,10386.314851943493
16529,3822.024119982593
18553,18540.22121030018
18753,18214.976830322426
5548,3854.2826005498964
9435,36428.632686289486
17907,25200.89887742204
2808,14771.628796156796
11816,15983.444209497862
9060,4537.021189669953
5775,8812.449852012945
17694,6739.33367160584
3976,7689.05376508295
17781,4487.377833033786
8893,8892.501289049833
5116,4066.8723907087365
13033,11485.091456996963
17649,15690.31955451951
16358,12992.235792190897
17172,7638.875985935809
3140,4617.90033768012
19312,22264.83403806283
1188,7332.190002385505
13244,3694.9681862564635
2458,1539.902746829294
17483,7988.528024597659
14793,19080.136650611792
2279,11377.305570680937
7675,3098.7407564472683
7409,6324.720230684678
19974,10130.772326330132
15518,6829.056113130524
15473,12340.361889608996
16214,15857.369117908886
17398,4435.577933243661
1391,2731.330707605189
18026,5650.682117441223
16381,7351.31615664291
5905,13432.031100063663
18424,4640.490509341644
16578,22818.44765435777
2315,4228.545687297552
3303,20085.8964877283
5633,3705.212479437421
14610,3525.6798531653417
4749,8710.954756544003
12238,23480.064763901857
16125,9892.160891964972
1374,9903.072163925995
17058,5495.764738458959
16495,7743.584704969644
16340,13256.383719699397
13974,7478.293694242997
16180,8025.1710498948205
19733,11128.506751737299
10112,5528.058522738419
16557,5027.803986956944
12028,14155.515119156273
18047,17058.671951574208
12496,5781.577355775045
11661,4887.120352963263
12783,12286.104518980594
7065,9791.299411366666
19005,8854.679828506845
15781,13746.158348973175
13208,11756.868364075692
14926,9026.307952112551
19730,8152.958218325466
19067,10297.304642634554
321,8130.436763686582
19587,8174.187286416554
1721,4465.478505483704
5511,7066.237395614932
8899,11594.885552079815
17717,11459.211666843463
897,7865.178767423841
14045,6524.795495080959
1404,9067.050614597894
8999,3412.6181179994796
8036,9102.851088774903
9388,7645.928111317127
1180,6183.059348431879
8958,5701.790995889896
6065,11351.853981749546
9479,15959.671369670787
5873,8730.859272761647
8796,7134.23433245993
8601,8528.804894527917
18825,4952.089589742849
5933,18815.84491344873
6462,5017.393992911781
16286,26051.757726089432
14994,3767.960919467572
15364,7106.106084559115
9427,3985.8120570846236
8115,11144.61451026897
15421,5493.91806316397
11865,22453.8073930369
13162,6855.446760504725
8185,4027.3416234046854
18432,25399.543274857802
6564,12603.076479116427
17979,3752.1691939495768
14379,6349.754825314062
1158,5961.5165149918885
8493,7210.271642512995
7967,3054.6079582572033
8761,5180.928695577584
5813,64136.88714706115
6104,16550.0305722196
3469,19425.125696842122
16073,16705.13986893466
11942,9014.654303956962
12303,24085.018423529502
8607,9894.316219659733
19370,2636.1091591579316
11871,4854.368332600176
10737,8020.943849819741
782,6945.042746547753
14214,5089.000938679233
14248,6598.492103936455
17,19836.040419647084
1358,5385.448483956788
2858,2979.3104471952665
6727,9140.83478421993
18860,5734.275025748252
12474,32434.164755827922
13172,36739.78263791447
11993,5770.662245382681
9841,11526.972226735872
18116,17190.128624603916
7050,2578.857130850288
849,5983.542954878272
9622,6248.0084387121415
13661,12698.239317322093
8308,30897.195371758316
5053,29089.868811172943
732,25503.572296556704
13818,6235.208401949185
17792,7276.802440814887
3602,12190.952932634324
16332,9384.195722072007
16785,6709.4817197632665
7752,7547.652588196286
12761,11048.420471711446
12475,8488.816398493176
5724,6165.891450636211
3924,9607.073737117933
16200,9383.663672262564
14987,12376.537334996918
3923,9868.301180703998
5468,3835.3434503505546
6386,9669.896420920883
10497,7123.352604879826
4901,9105.061645826407
1410,15432.928472723623
1957,10734.294376031461
1159,10072.545016390943
12822,5504.060007093537
15586,11628.170236702123
16948,15436.919605641677
15156,5033.458616713189
15582,4539.678125399707
4754,4584.070582998547
15571,21476.512135964906
3898,9921.475677390763
19171,3168.2070446297516
13211,10996.956312909851
943,4895.257250175463
16015,2738.029012634604
5706,6869.224868273542
8059,35658.93867005718
7404,9839.028088240771
15613,5725.74172894145
4797,6066.416624235305
619,12410.715730239594
15075,32076.48332225911
6951,9380.362872266967
9505,5971.95949429718
9471,7940.458897706844
16889,2483.5243693978377
6251,12813.500076271175
10677,12590.676812242218
4287,7839.853752272787
4317,9393.884746057503
6195,23965.869475179235
19473,15977.727370545435
5682,10009.087235870868
9687,6707.481545936737
18261,8329.351394764326
16860,2341.987396845168
9249,12131.826259532716
18523,4930.8735483027285
7325,14129.980861884776
6844,5360.3106805880725
6549,3403.0660973153936
11540,8848.503390965914
19906,3254.6009887383784
7586,13420.527178995018
11119,7557.165433183678
7018,8515.257076762637
16966,8498.33608609584
11528,5076.078844275083
13920,5011.264417662112
8420,13044.953333778154
9751,5690.009406295098
13013,6240.135428865859
17787,11509.562815790096
9699,9024.002761946958
8149,25172.72585621648
18519,6571.626017669959
10369,5612.611086710487
19200,2719.705309647875
17917,4605.189745911583
7400,14567.639002164451
17218,7724.132580313243
17488,9723.634872098792
7069,1675.02237711253
6049,21871.070774147738
2343,3827.3121572603554
159,9766.91193767102
568,11113.248908032287
14913,3741.042758280713
6902,35170.42807097371
374,9265.500426846433
15207,3069.414436758761
15291,4262.354903476664
18535,14216.439760159492
19593,7754.938599009054
9270,11521.7558192858
2335,11962.311283585721
1701,5127.2875703645295
14703,7459.808401462583
1083,5032.869929040242
11843,12874.364336498707
16175,9291.155348014832
16971,35749.78713601725
19680,11385.848349612736
11522,10040.477985944637
14250,12680.87849208362
9786,6015.706883325987
5886,18583.606563953166
18598,15040.601975456548
19194,11775.923922998065
17798,9375.011025269616
7941,4953.372493911298
12639,5014.969644794261
16805,4670.045395344447
3225,8518.826057630857
10870,5136.498771277758
5562,10032.92735712814
15204,2174.898178670054
15020,11063.095692858271
1970,15083.295624319644
4349,12091.326156257977
13870,5348.653607381688
15455,7797.444561687457
11727,2199.94618885599
18604,6899.81333497928
7373,3063.0904045776047
2310,14370.079660934482
9764,7121.609386337664
7747,8186.536005763515
6520,13133.124499949856
7697,6466.246010719065
15573,3729.1941854774295
19192,9842.467544441262
17984,4292.26398145754
14285,6339.0588149460655
2908,11062.417840354568
12662,9423.286737112863
2671,4137.108821999482
8526,5737.020042724502
2787,14251.462192922583
10472,13986.492684549763
7305,40440.635701099425
1756,16111.581570977092
4850,7309.457314401782
19399,3707.8094362472857
15163,13320.390901974572
5285,8268.043093488457
5430,15222.76821023842
9400,2508.28417753235
19679,9542.242585909938
5606,4976.747471426626
18671,18451.581199069646
18548,12123.819310870686
9459,19910.76226256365
4881,16351.6615983249
17929,4345.101633804279
18640,7267.115174326409
3831,4137.551140611824
6063,7509.381908133252
8663,6012.055880876737
1201,14554.801944905617
8935,10241.27967815626
19612,9288.713904648628
12208,22723.234872777633
11421,7513.730329210299
18659,8889.627578224745
12027,7560.15611513687
8460,11935.737223107442
1549,6643.261963754539
14354,5475.882283320902
18127,15486.472773078714
18582,12147.478683528532
15964,6625.1866532618415
16184,6406.106194827668
15115,7471.588189252411
11431,10878.585244889264
14205,4696.276048704797
17888,7307.685952229567
19384,4835.252584681902
13780,5927.600144098472
8196,2310.431148488902
11174,6360.721831528745
8470,5433.02169798745
19975,5003.787567153481
11270,10481.672838220049
9365,4166.092001151865
3421,10081.943544028669
8140,6971.496180584012
18211,5118.144966651004
4722,7198.075112179045
10017,5681.30596198529
15132,5530.82819972158
6901,9542.062381767966
5691,6237.5606793151355
5573,12773.138846868434
7435,10485.969805317196
12152,4663.153019100527
7341,19691.788840654946
18994,11466.885881862525
14584,7721.82137873816
8809,6707.079955260216
580,13573.909705641503
6747,5876.592305249119
14369,5275.249166386991
10555,7054.243053415587
6115,4423.902282074263
14575,2837.047080823664
18533,22364.857895432142
19227,6813.9836087474705
746,10723.351025452186
3022,9561.161356474553
12628,6921.327586196078
9754,10211.349200036866
10054,8704.261991744772
8368,1998.7834110952826
3812,9509.84843533073
2453,10606.641524671631
5232,8738.612915239299
19645,5985.905116944449
6028,3531.1834707919493
4332,8008.959512546165
17532,19580.61684372314
6678,22052.775704186097
19505,3274.1997240469727
14775,10235.874770728771
18952,7916.17412186225
14218,12244.912369769043
6001,742.0651994069005
13700,13625.21543878618
1453,6092.094852680844
6235,5440.285675974059
7071,17344.207236485032
19984,9488.772207215177
17924,7056.338966255503
12845,3374.202258404826
4628,7055.689896000078
945,4982.976204521863
14157,9344.901013931292
13618,5724.904782255099
16658,5098.653087703098
5300,9060.646118684004
12449,6460.190774337375
13783,18149.788941681836
9980,5817.675199637492
16845,15125.729752959043
2862,6035.864928552761
3350,3992.953638410643
17429,19438.998039092912
1895,10383.43511899931
11101,10126.379973910729
3963,12608.89670036809
1133,4684.052753397564
13673,17716.76062599507
13489,11196.800499278714
13865,6169.262473194968
15786,5500.7884977601225
3985,3371.470232102982
11998,2014.0486254996486
10739,3907.671997532192
4702,7490.953366981525
7499,2656.804567721365
8550,7049.0219173549585
4776,14905.97707225104
13317,10859.084641945738
2184,3867.069510560402
807,5262.754846007083
7099,36815.10486025378
8973,25471.124253466274
9369,7250.882628685267
16823,7442.8584427331325
11525,13219.461186190389
10986,12084.459267627035
2434,15097.734606827877
3108,4742.06720542471
18217,9376.316316002745
10631,27017.075560550453
9141,5785.688714821426
7760,3601.946254716977
10905,14208.462663417837
5890,5683.624337196075
11294,39653.95281126723
19332,26216.622295290035
5426,4551.51822262132
17785,3997.2476138557454
11420,5416.545401620785
3049,4043.203554070076
12632,5580.688932643781
19246,15381.98669995333
13271,5926.5093813748845
17803,10817.402724456791
17126,10086.945970193272
8698,3964.736447335204
5996,32033.111436908242
11892,8762.894772084457
15263,15211.064707056512
5210,2057.180047067256
12905,11301.444670802215
19208,4496.517745998911
5599,15648.967434393633
13512,16769.904373900266
19511,5909.290630053409
16281,6555.638176820115
2142,9579.56691939041
11034,1703.1619520216257
19121,8799.6275106713
7803,6708.614397381928
2236,3126.6795204828627
8589,10211.352093902326
14052,5387.878336576432
10440,8281.255425199444
17316,4428.297576892066
1123,13329.030757336724
8102,2660.896475687537
15355,19402.94403790396
252,13112.810001400478
8193,8932.946991006696
15147,8986.423733882004
13263,6012.0986966726105
8385,8565.601183542341
13425,4151.542914685004
19762,5641.0575673486055
12939,5692.329420921836
16290,31387.53931780292
31,16143.776219372725
14664,5157.838268651074
11006,14536.540190597514
7303,4371.952203322591
2135,5151.812991688673
7946,7705.17332862229
19020,11244.125498131556
977,11313.517881334184
1281,10182.709888122685
6100,8047.26171498195
13110,4728.314527092811
644,14447.965347000147
17424,13594.552007134711
16563,5473.434409561378
17516,9784.845647686103
11881,11423.56268840236
